-35	2.2	-10
-34	0.31	-7.7
-34	-2.3	-3.7
-34	-5	-0.077
-34	-6.9	2.9
-34	-9.6	6.6
-34	-12	11
-33	-15	14
-33	-17	17
-33	-20	21
-33	-23	25
-32	-25	29
-32	-27	32
-32	-30	35
-32	-33	39
-31	-35	42
-31	-37	45
-31	-40	49
-30	-43	53
-30	-45	55
-30	-47	59
-29	-50	62
-29	-52	65
-29	-54	68
-28	-57	71
-28	-59	75
-27	-62	78
-36	-9.5	-9.1
-40	-9.3	-9.4
-44	-9	-9.7
-47	-8.9	-10
-51	-8.7	-10
-55	-8.4	-10
-58	-8.2	-11
-62	-8	-11
-65	-7.9	-11
-69	-7.8	-11
-72	-7.6	-12
-76	-7.5	-12
-36	-21	5
-39	-21	4.9
-43	-21	4.7
-47	-21	4.4
-51	-21	4.1
-54	-21	3.9
-58	-21	3.7
-62	-21	3.6
-65	-21	3.4
-69	-21	3.2
-72	-21	2.9
-75	-21	2.6
-1.3	-39	31
-5.4	-39	31
-9.2	-39	31
-13	-39	31
-17	-39	31
-21	-39	31
-25	-39	31
-29	-39	30
-33	-39	30
-37	-39	30
-41	-39	30
-45	-39	29
-48	-39	29
-52	-39	29
-56	-38	29
-59	-38	29
-63	-38	28
-66	-38	28
-70	-38	28
-73	-38	28
-0.73	-66	36
-4.3	-66	36
-8.7	-66	36
-12	-66	36
-16	-66	36
-20	-66	36
-24	-65	35
-28	-65	35
-32	-65	35
-36	-65	35
-40	-65	35
-44	-64	34
-47	-64	34
-51	-64	34
-54	-64	34
-58	-64	34
-62	-63	33
-65	-63	33
-19	-9.4	-35
-22	-9.2	-35
-26	-9	-35
-30	-8.8	-35
-34	-8.6	-35
-37	-8.4	-35
-41	-8.2	-35
-45	-8	-36
-49	-7.9	-36
-52	-7.7	-36
-55	-7.6	-36
-59	-7.4	-36
-63	-7.3	-36
-66	-7.1	-36
-70	-7	-36
-20	-20	-19
-24	-20	-19
-27	-19	-19
-32	-19	-19
-36	-18	-20
-39	-18	-20
-43	-17	-20
-47	-17	-20
-50	-16	-21
-54	-16	-21
-57	-16	-21
-61	-15	-22
-64	-15	-22
-68	-15	-22
-71	-14	-22
-25	-37	-5.4
-28	-37	-5.5
-32	-37	-5.7
-36	-37	-6
-40	-37	-6.2
-44	-37	-6.3
-48	-37	-6.5
-51	-36	-6.6
-55	-36	-6.7
-59	-36	-6.8
-62	-36	-7.1
-66	-36	-7.4
-69	-36	-7.5
-72	-36	-7.6
-28	-47	4
-32	-47	4
-36	-47	3.9
-40	-47	3.7
-44	-47	3.6
-48	-46	3.3
-51	-46	3.1
-55	-46	3
-59	-46	2.9
-62	-46	2.8
-65	-46	2.6
-69	-46	2.4
-72	-46	2.3
-76	-46	2
-20	-33	-15
-23	-33	-15
-28	-33	-15
-32	-32	-15
-35	-32	-15
-39	-32	-16
-43	-32	-16
-47	-32	-16
-50	-32	-16
-54	-31	-16
-57	-31	-16
-61	-31	-16
-65	-31	-17
-68	-30	-17
-71	-30	-17
-15	-59	-4.9
-18	-58	-5.3
-22	-58	-5.5
-26	-57	-5.8
-30	-57	-5.9
-34	-56	-6.2
-38	-56	-6.6
-42	-55	-7
-46	-55	-7.2
-50	-54	-7.4
-53	-54	-7.6
-57	-53	-8
-60	-52	-8.3
-64	-52	-8.6
-67	-52	-8.8
-19	-51	-13
-23	-51	-13
-27	-51	-13
-31	-51	-14
-35	-51	-14
-39	-51	-14
-43	-51	-15
-46	-51	-15
-50	-51	-15
-54	-51	-15
-57	-51	-15
-61	-51	-16
-64	-51	-16
-68	-50	-16
-71	-50	-16
-14	-70	-8.1
-18	-70	-8.3
-22	-70	-8.4
-26	-70	-8.5
-30	-69	-8.7
-34	-69	-8.8
-37	-69	-9.1
-41	-68	-9.4
-45	-68	-9.5
-49	-68	-9.7
-52	-68	-9.7
-56	-67	-10
-60	-67	-10
-63	-67	-10
-2.6	-70	15
-6.3	-70	15
-11	-70	15
-14	-70	15
-18	-70	15
-22	-70	15
-26	-70	15
-30	-70	15
-34	-69	15
-38	-69	15
-42	-69	15
-46	-69	15
-49	-68	14
-53	-68	14
-56	-68	14
-60	-68	14
-63	-67	14
-67	-67	14
-70	-67	14
-2.3	-77	5
-5.7	-77	4.8
-9.5	-77	4.8
-14	-77	4.8
-18	-77	4.7
-22	-77	4.7
-26	-76	4.7
-30	-76	4.6
-33	-76	4.6
-37	-76	4.4
-41	-76	4.2
-45	-75	4
-49	-75	3.8
-52	-75	3.7
-56	-74	3.6
-60	-74	3.4
-63	-74	3.3
0	0	0
0	0	0
